"curve_id","growth_temp","metric","term","estimate","std.error","statistic","p.value","conf_lower","conf_upper","species","margin"
"November_1",14,"EPR","rmax",41.7702586507387,2.58587339374224,16.1532497112279,5.36957720565758e-29,36.8072992247018,46.623906832443,"tonsa",27.7702586507387
"November_1",14,"EPR","topt",21.9788498715752,0.4147624530851,52.9914164314811,2.37139978879529e-72,21.1033684924355,22.8047794048449,"tonsa",7.97884987157515
"November_1",14,"EPR","a",5.71037302384684,0.441090702159798,12.9460290046606,1.07731181035658e-22,4.93213476241105,6.6649708654943,"tonsa",-8.28962697615316
"November_1",14,"HF","rmax",0.77997977465547,0.0538552994826441,14.4828787909133,1.12489518704595e-25,0.665929371421729,0.862654090438208,"tonsa",-13.2200202253445
"November_1",14,"HF","topt",27.758247527674,4.32554158148292,6.41728833367443,5.57734000812695e-09,23.215280199663,30,"tonsa",13.758247527674
"November_1",14,"HF","a",14.5469115658238,4.38725302804679,3.31572204129291,0.00129997848701793,9.99077229825379,21.1619073840388,"tonsa",0.546911565823788
"November_1",14,"RF","rmax",33.1495258248305,3.20524076131387,10.3422888617085,3.07276698073812e-17,27.1153118797409,39.5465448927104,"tonsa",19.1495258248305
"November_1",14,"RF","topt",23.0561430461882,0.616611422433424,37.391689818522,1.25321013196889e-58,21.8926406116812,24.455439185946,"tonsa",9.05614304618824
"November_1",14,"RF","a",5.3897875782455,0.659245837686134,8.17568692911728,1.28192335862539e-12,4.31046552170556,7.2235595195093,"tonsa",-8.6102124217545
"November_2",11,"EPR","rmax",17.2458721164484,1.26619039514144,13.6202834760265,3.72503035632509e-24,14.7006487364109,19.7964427013938,"tonsa",6.24587211644844
"November_2",11,"EPR","topt",24.4662559039188,1.24850275431245,19.5964773160572,2.5439741931661e-35,22.6734589947126,29.3278475860653,"tonsa",13.4662559039188
"November_2",11,"EPR","a",9.41909459898379,1.48952743386189,6.32354556543007,8.06314552427803e-09,7.46938159203601,15.2450454678438,"tonsa",-1.58090540101621
"November_2",11,"HF","rmax",0.767979794979814,0.0500041877962471,15.3583095501743,2.28923857368786e-27,NA,NA,"tonsa",-10.2320202050202
"November_2",11,"HF","topt",30,1.62325348800147,18.481401840039,4.64969820940415e-33,NA,NA,"tonsa",19
"November_2",11,"HF","a",5.95111015321388,1.22495150497691,4.85824143162801,4.71957880062445e-06,NA,NA,"tonsa",-5.04888984678612
"November_2",11,"RF","rmax",12.4466673479661,1.33789030769758,9.30320466211162,5.57278890573492e-15,NA,NA,"tonsa",1.44666734796611
"November_2",11,"RF","topt",30,2.81484833814888,10.6577678070318,7.41293334168721e-18,NA,NA,"tonsa",19
"November_2",11,"RF","a",6.57535931707712,2.09063222943435,3.14515352078742,0.00222270889339589,NA,NA,"tonsa",-4.42464068292288
"April",9.2,"EPR","rmax",32.3745799163538,1.25310307171973,25.8355283352101,5.30529762521056e-49,30.1341749076936,35.0072498558318,"hudsonica",23.1745799163538
"April",9.2,"EPR","topt",16.0981133724036,0.37970430931295,42.3964463335484,8.21268077125208e-71,15.4103431220986,16.9829780897794,"hudsonica",6.89811337240356
"April",9.2,"EPR","a",7.82986366573436,0.489126191702931,16.0078601362035,1.0128874317926e-30,7.03476283247097,8.9870072272506,"hudsonica",-1.37013633426564
"April",9.2,"HF","rmax",1.02192673189906,0.0350599777406475,29.1479572365578,4.08492677243592e-54,0.948857480573088,1.08444743405355,"hudsonica",-8.17807326810094
"April",9.2,"HF","topt",10.7982813410123,0.389081368621773,27.7532727389713,5.1112468892857e-52,10.0403735206126,11.6257912959362,"hudsonica",1.59828134101228
"April",9.2,"HF","a",8.31006637075566,0.511679425882713,16.2407670709443,3.25585112360349e-31,7.4120351225784,9.41609088155099,"hudsonica",-0.889933629244339
"April",9.2,"RF","rmax",30.8609384264447,1.30539965334458,23.6409886791188,2.39204288692761e-45,28.3381843667993,33.5364046768521,"hudsonica",21.6609384264447
"April",9.2,"RF","topt",13.8399170007457,0.258475823548483,53.5443385410075,1.238301985235e-81,13.315896178875,14.3325588067446,"hudsonica",4.63991700074572
"April",9.2,"RF","a",5.57117741515706,0.260952040025841,21.3494303957362,2.78283020104226e-41,5.08497258101001,6.10104119145781,"hudsonica",-3.62882258484294
"February",-0.4,"EPR","rmax",24.4955457747036,1.61077370865533,15.2073166100733,1.74310746543287e-29,21.1711586807518,27.3678675163298,"hudsonica",24.8955457747035
"February",-0.4,"EPR","topt",15.1349369573012,0.728591695158521,20.7728650461879,4.61869677586427e-41,13.8976502827504,17.3089419348314,"hudsonica",15.5349369573012
"February",-0.4,"EPR","a",9.1210916225941,1.12814363453537,8.08504461965133,6.40898275400673e-13,7.3725396591255,12.9637514801579,"hudsonica",9.5210916225941
"February",-0.4,"HF","rmax",1.02117557090663,0.0313164008651231,32.6083311841849,1.10174775635311e-58,0.969205807870661,1.09060282308574,"hudsonica",1.42117557090663
"February",-0.4,"HF","topt",9.94851777090894,0.394552598948376,25.2146806216087,9.24278194560975e-48,9.01293444181979,10.6819264800062,"hudsonica",10.3485177709089
"February",-0.4,"HF","a",8.17717191618119,0.476104487133395,17.175162463634,4.88956308034385e-33,7.37258986119665,9.3775849680792,"hudsonica",8.57717191618119
"February",-0.4,"RF","rmax",21.9600198477616,1.42833475216819,15.3745610505007,7.40238540656448e-30,19.356518867296,24.9934135818665,"hudsonica",22.3600198477616
"February",-0.4,"RF","topt",12.6834078715922,0.497572717377177,25.4905613363399,1.37474942860986e-49,11.6618837423395,13.7137908514647,"hudsonica",13.0834078715922
"February",-0.4,"RF","a",6.96311809276313,0.600859136285329,11.5886031721361,3.78356270256151e-21,6.06291311072097,8.70124286933251,"hudsonica",7.36311809276313
"January",2.1,"EPR","rmax",35.1431501922499,1.76621943246601,19.8973862172848,3.05842761054432e-37,31.6092819142589,38.4076173298542,"hudsonica",33.0431501922499
"January",2.1,"EPR","topt",16.7650010981561,0.607275745605056,27.6069005216936,1.12389688655489e-49,15.7103450726493,18.1124767679395,"hudsonica",14.6650010981561
"January",2.1,"EPR","a",7.7597197000609,0.687127443672329,11.2929846879486,8.8024618068463e-20,6.68398268985927,9.41680382025423,"hudsonica",5.6597197000609
"January",2.1,"HF","rmax",1.05988741837047,0.0247350236971497,42.8496625411603,1.34036985334087e-66,1.01966509349398,1.11756255847179,"hudsonica",-1.04011258162953
"January",2.1,"HF","topt",8.8674707649784,0.372625884685608,23.7972484720434,3.33662924415147e-43,7.93487541008337,9.4734062416313,"hudsonica",6.7674707649784
"January",2.1,"HF","a",8.26851204244893,0.451702350088821,18.3052225449415,7.49428109154441e-34,7.54130051761099,9.3769676037437,"hudsonica",6.16851204244893
"January",2.1,"RF","rmax",31.2648583250891,1.59241863206925,19.6335672639439,9.17918292984091e-37,27.5044335267355,33.8089550503284,"hudsonica",29.1648583250891
"January",2.1,"RF","topt",13.1482737549884,0.312642712553592,42.0552702079521,4.19360110735939e-67,12.5327007663416,13.7672488456471,"hudsonica",11.0482737549884
"January",2.1,"RF","a",5.13133298225061,0.310969193417669,16.5010975069759,8.31487600228565e-31,4.53404259569064,5.71071759119263,"hudsonica",3.03133298225061
"June",18.6,"EPR","rmax",25.5477546173227,1.45216096808172,17.5929219823824,1.26795420286824e-33,22.3972142886288,28.2677929239923,"hudsonica",6.94775461732271
"June",18.6,"EPR","topt",18.6633906156454,1.30756915957321,14.2733487395322,1.06252232912836e-26,16.8229635769504,22.9934663808948,"hudsonica",0.0633906156453996
"June",18.6,"EPR","a",9.23862744364938,1.34017452150015,6.89360027029015,3.69776603463566e-10,7.26841418123754,13.0023167834914,"hudsonica",-9.36137255635062
"June",18.6,"HF","rmax",0.960370176787635,0.0461139687236088,20.8260144023552,8.61334685257625e-40,0.866139349787186,1.04115470659631,"hudsonica",-17.6396298232124
"June",18.6,"HF","topt",8.81156667050866,0.523117675127881,16.8443298505534,4.10075597165107e-32,7.59403289686953,9.69034029811981,"hudsonica",-9.78843332949134
"June",18.6,"HF","a",6.90729772598511,0.618025678298119,11.1763927754685,8.74000732505131e-20,5.88458407841664,8.31745925088582,"hudsonica",-11.6927022740149
"June",18.6,"RF","rmax",19.2362393048721,1.6070155066539,11.97016408692,1.37665628583737e-21,15.9401820174836,22.1429466033528,"hudsonica",0.636239304872078
"June",18.6,"RF","topt",12.3369570230016,0.488453229131977,25.2571920650937,2.30113677253901e-47,11.3880411762213,13.3257750814407,"hudsonica",-6.26304297699843
"June",18.6,"RF","a",4.95269420238462,0.480547214298537,10.3063633603914,8.49487607642302e-18,4.08674155068615,5.9862235666113,"hudsonica",-13.6473057976154
"March",4,"EPR","rmax",26.8378743386213,1.33231465613158,20.1437957730991,1.54724854793657e-38,23.7037153636126,28.8583232262223,"hudsonica",22.8378743386213
"March",4,"EPR","topt",18.4441714807548,1.52165696807129,12.1211099924399,6.27809286916235e-22,16.5458038484378,23,"hudsonica",14.4441714807548
"March",4,"EPR","a",11.2801980026639,1.82705617643035,6.17397436826646,1.16655695145112e-08,8.86191467367598,17.2386657743225,"hudsonica",7.28019800266391
"March",4,"HF","rmax",0.937459339629746,0.0385586548317908,24.3125530109736,1.80511262520702e-44,0.857659861404152,1.00721358069136,"hudsonica",-3.06254066037025
"March",4,"HF","topt",9.67017604324484,0.726198367724341,13.3161632868274,3.96697931004972e-24,7.78782466283844,10.8893263896982,"hudsonica",5.67017604324484
"March",4,"HF","a",9.57784442284613,0.924433247315558,10.3607745076879,1.16599960656816e-17,8.19348118287361,12.3323021664888,"hudsonica",5.57784442284613
"March",4,"RF","rmax",23.6670665439521,1.53528287974299,15.4154435356656,3.79376948962375e-29,20.3222192966622,26.3489255275454,"hudsonica",19.6670665439521
"March",4,"RF","topt",13.8148752258137,0.469454778218876,29.4274887950394,1.11437719371472e-53,12.88464736472,14.7249892391489,"hudsonica",9.81487522581369
"March",4,"RF","a",6.49670586563057,0.533879736647142,12.1688564290359,4.89897718094745e-22,5.5420606348041,7.72858957480773,"hudsonica",2.49670586563057
"May",12,"EPR","rmax",20.1182888024704,0.940433890983289,21.3925603866055,6.76480798307206e-42,18.2501325632607,21.8854776604067,"hudsonica",8.11828880247038
"May",12,"EPR","topt",17.6562787290819,0.762167192943237,23.1658865568579,3.94453643119161e-45,16.4882039121669,20.1325036118487,"hudsonica",5.65627872908189
"May",12,"EPR","a",9.22065749488641,0.942141978608537,9.78690866583032,8.07386001242241e-17,7.82136031439626,12.1465417161726,"hudsonica",-2.77934250511359
"May",12,"HF","rmax",0.995996138812566,0.0303440242428275,32.8234689915261,3.08002114985725e-60,0.934455141748633,1.0482656994707,"hudsonica",-11.0040038611874
"May",12,"HF","topt",8.51468838104025,0.805939910253249,10.564917151658,1.20625204652421e-18,6.40845124715912,9.79174954673319,"hudsonica",-3.48531161895975
"May",12,"HF","a",10.3854940206397,0.916013723995213,11.3377057008963,1.85403007723524e-20,8.96770902906447,12.8173462319263,"hudsonica",-1.61450597936026
"May",12,"RF","rmax",16.6994497292301,1.06196669676857,15.7250220558182,1.98241640830869e-30,14.8518149717856,18.9219261058497,"hudsonica",4.69944972923014
"May",12,"RF","topt",13.9138143065699,0.47872476473099,29.0643295096474,8.20873463122026e-55,12.9833718213697,14.9041136064976,"hudsonica",1.91381430656993
"May",12,"RF","a",7.01018029951082,0.58292965948031,12.0257739257263,4.57671707865023e-22,6.10541206830029,8.71082934004811,"hudsonica",-4.98981970048918
